25ph,60conduc,dvconduc,25ox,dvox,reindex,label
5.25,29.31,27.45,38.44,17.61,1.4733,gutter
5.36,26.48,23.67,24.4,16.56,1.476,gutter
6.29,40.8,27.99,40.63,12.8,1.4736,gutter
5.18,47.5,22.52,19.21,11.2,1.4757,gutter
4.78,43.7,22.59,21.19,13.69,1.4764,gutter
6.1,33.01,25.46,26.64,14.47,1.4734,gutter
5.91,38.02,30.21,27.83,18.47,1.473,gutter
6.64,36.84,26.93,47.56,17.66,1.4748,gutter
5.08,29.65,26.57,30.51,22.45,1.4761,gutter
5.74,33.22,30.57,17.21,13.14,1.4736,gutter
5.14,26.17,28.84,45.52,19.12,1.4745,gutter
5.47,29.8,21.8,42.36,13.95,1.4731,gutter
5.79,29.33,31.33,20.03,20.55,1.4753,gutter
5.6,47.92,29.19,23.59,12.69,1.4735,gutter
5.03,26.47,23.65,15.53,18.6,1.4746,gutter
5.4,25.54,31.81,20.27,12.53,1.4758,gutter
5.07,33.07,32.99,36.88,13.07,1.4734,gutter
4.96,30.94,20.71,30.17,16.56,1.473,gutter
6.02,45.04,21.76,32.59,18.56,1.4749,gutter
5.81,39.69,23.8,33.45,13.31,1.4743,gutter
5.76,46.79,31.23,46.94,10.66,1.4733,gutter
6.22,27.95,24.05,14.05,19.57,1.4761,gutter
5.72,42.42,22.21,21.4,20.65,1.4726,gutter
4.94,44.49,20.18,25.41,17.2,1.4752,gutter
5.8,37.63,20.23,28.77,11.73,1.4749,gutter
6.41,27.76,23.61,47.31,17.17,1.4744,gutter
6.46,25.89,28.0,33.71,13.12,1.4757,gutter
6.24,27.55,27.74,41.13,15.45,1.4751,gutter
4.86,46.14,27.86,18.93,16.91,1.4721,gutter
5.27,37.02,27.34,27.38,20.13,1.4722,gutter
4.87,40.7,21.96,17.57,19.55,1.4752,gutter
5.08,40.52,23.95,46.73,19.65,1.4741,gutter
6.39,39.52,25.42,14.31,13.69,1.4745,gutter
6.13,31.87,25.25,35.63,14.13,1.4738,gutter
5.3,28.78,28.14,25.74,17.38,1.4741,gutter
5.07,43.52,31.09,27.89,13.17,1.4749,gutter
5.66,32.23,27.76,19.25,12.65,1.4763,gutter
6.17,45.49,27.79,32.75,13.3,1.4738,gutter
5.7,31.8,29.7,21.42,12.0,1.4752,gutter
5.34,48.21,28.53,25.23,18.3,1.475,gutter
5.07,41.63,22.9,39.97,13.26,1.4724,gutter
5.91,31.78,28.05,46.68,17.66,1.4763,gutter
6.44,39.53,20.17,20.31,11.86,1.4725,gutter
5.62,33.57,27.31,39.4,11.54,1.4755,gutter
4.79,42.78,27.33,40.86,14.52,1.4741,gutter
5.13,46.61,23.46,39.75,20.29,1.4743,gutter
6.52,46.32,31.46,28.97,20.99,1.4757,gutter
6.08,27.22,30.91,33.24,20.07,1.4755,gutter
6.2,34.56,26.03,16.4,22.02,1.4737,gutter
6.19,41.95,24.41,44.67,17.37,1.4743,gutter
5.93,47.12,23.4,15.22,16.29,1.4747,gutter
5.61,25.13,22.47,29.83,16.19,1.4758,gutter
5.7,42.89,28.35,22.74,19.18,1.4757,gutter
5.03,46.25,29.33,36.5,18.29,1.4737,gutter
5.7,35.78,27.32,19.69,16.79,1.4758,gutter
5.38,43.11,28.11,35.69,19.89,1.4737,gutter
6.45,26.23,32.75,38.86,19.89,1.4755,gutter
5.72,31.39,31.31,37.07,15.69,1.4746,gutter
6.24,40.97,26.42,33.33,11.71,1.4743,gutter
5.83,34.29,23.55,36.34,14.58,1.4749,gutter
5.59,41.12,30.34,37.37,18.37,1.476,gutter
4.81,40.59,20.55,23.11,12.85,1.4734,gutter
5.44,38.34,28.56,18.08,11.37,1.473,gutter
6.72,46.87,20.76,39.17,14.81,1.476,gutter
6.06,28.55,31.52,44.68,11.52,1.4745,gutter
5.72,35.94,29.61,44.8,13.07,1.473,gutter
5.38,33.69,25.08,32.5,16.36,1.4757,gutter
5.45,38.25,25.69,17.82,16.81,1.473,gutter
6.16,32.66,31.73,19.59,16.62,1.4758,gutter
5.02,29.89,28.13,24.99,17.05,1.4746,gutter
5.49,27.11,28.31,17.38,10.32,1.4752,gutter
5.67,36.68,21.36,28.03,20.05,1.475,gutter
5.96,33.18,29.7,48.17,14.61,1.473,gutter
5.25,27.79,20.85,17.93,19.26,1.475,gutter
5.74,45.26,29.18,12.93,17.49,1.4746,gutter
4.71,33.31,22.35,32.88,11.43,1.4755,gutter
5.37,26.26,21.31,14.53,12.33,1.4757,gutter
5.83,28.57,32.64,23.26,10.63,1.4766,gutter
5.92,43.87,20.31,18.32,15.63,1.4749,gutter
6.59,46.56,28.76,44.29,10.56,1.4723,gutter
5.72,48.08,27.42,20.75,17.98,1.473,gutter
5.22,42.05,23.18,34.29,15.89,1.4756,gutter
5.13,25.18,19.88,31.16,18.37,1.4756,gutter
6.3,45.83,28.01,45.06,19.19,1.4756,gutter
5.98,33.95,22.38,32.88,20.21,1.4756,gutter
6.12,36.07,21.68,39.26,17.05,1.4724,gutter
6.02,43.17,21.14,47.73,18.83,1.474,gutter
6.73,39.85,24.07,32.1,13.94,1.4759,gutter
4.7,42.26,25.81,19.29,19.11,1.4756,gutter
5.4,46.09,21.45,32.29,20.7,1.4755,gutter
6.58,30.8,26.43,47.17,18.84,1.475,gutter
5.02,38.84,24.89,32.77,15.83,1.4725,gutter
6.53,46.23,20.81,25.2,14.64,1.4739,gutter
5.99,43.85,22.81,40.51,18.87,1.4765,gutter
5.73,34.45,19.95,31.88,11.78,1.4765,gutter
6.19,43.54,21.33,38.19,17.56,1.4748,gutter
4.89,44.11,30.12,16.87,14.49,1.4745,gutter
6.3,29.8,25.15,48.52,17.47,1.4735,gutter
4.73,45.15,25.84,40.38,11.72,1.475,gutter
6.4,36.61,23.69,38.66,12.71,1.4754,gutter
6.4,35.92,22.0,45.94,18.93,1.4737,gutter
5.73,47.15,27.89,16.98,21.36,1.4749,gutter
4.8,46.41,31.84,25.32,14.97,1.4743,gutter
4.96,48.79,26.02,34.63,21.32,1.4741,gutter
6.15,36.94,30.17,16.62,13.44,1.4743,gutter
5.62,39.84,27.38,23.82,21.83,1.4756,gutter
5.9,29.78,20.73,39.26,14.21,1.4754,gutter
5.14,26.99,24.14,33.99,12.98,1.4733,gutter
6.27,31.92,28.49,41.42,20.63,1.4725,gutter
6.21,45.97,25.81,21.85,11.97,1.4738,gutter
5.14,39.73,25.04,28.65,17.52,1.4733,gutter
4.91,27.43,23.39,17.33,18.08,1.4723,gutter
6.28,37.44,20.34,27.76,15.32,1.4762,gutter
6.26,46.28,23.11,14.3,19.7,1.4762,gutter
5.18,46.74,26.47,25.04,18.55,1.4733,gutter
5.71,41.49,20.69,28.26,13.2,1.4725,gutter
5.44,43.44,25.25,20.37,21.3,1.4759,gutter
5.44,42.26,24.68,38.78,20.04,1.4743,gutter
4.91,38.15,27.39,16.1,17.48,1.4728,gutter
6.04,43.87,30.93,37.28,18.93,1.474,gutter
4.97,32.51,28.7,47.19,12.93,1.4748,gutter
5.63,44.19,22.9,13.91,10.39,1.4729,gutter
5.32,34.45,29.66,48.41,20.52,1.4766,gutter
4.77,45.03,29.08,45.09,16.04,1.4749,gutter
5.77,33.45,30.9,44.46,13.23,1.4744,gutter
5.62,38.98,30.36,18.16,11.63,1.475,gutter
4.7,35.48,21.48,37.46,17.24,1.4753,gutter
6.0,34.54,29.56,15.09,21.03,1.4764,gutter
5.57,35.73,27.47,34.51,19.76,1.4764,gutter
6.61,43.56,28.48,26.53,13.7,1.4751,gutter
4.83,44.48,22.5,39.83,12.38,1.475,gutter
5.08,26.81,28.43,26.37,20.95,1.4746,gutter
5.99,38.66,25.22,44.28,18.86,1.4762,gutter
6.16,34.39,31.66,16.85,10.85,1.4734,gutter
6.15,38.95,26.53,34.57,19.93,1.4758,gutter
5.7,29.22,23.66,28.99,15.37,1.4745,gutter
5.55,27.41,23.22,31.88,20.48,1.4737,gutter
5.33,33.33,29.56,18.59,20.96,1.4734,gutter
6.24,29.87,31.95,25.43,11.29,1.4746,gutter
6.18,45.0,29.4,24.94,20.3,1.4724,gutter
5.96,42.6,28.02,43.71,12.5,1.474,gutter
6.32,27.28,24.87,44.68,20.75,1.473,gutter
5.69,36.81,26.52,36.78,20.42,1.4736,gutter
5.23,26.73,20.99,43.37,20.31,1.4766,gutter
5.68,34.04,31.63,15.84,14.09,1.4744,gutter
5.85,28.14,29.22,40.83,15.48,1.4738,gutter
6.32,29.33,21.66,33.07,12.18,1.4766,gutter
6.45,40.1,24.7,27.3,13.51,1.4742,gutter
6.48,36.41,20.15,46.45,20.61,1.4759,gutter
5.09,47.37,30.82,34.85,13.5,1.4762,gutter
6.07,42.06,24.82,18.95,18.84,1.4734,gutter
5.74,40.19,27.97,21.88,19.75,1.4741,gutter
6.35,30.05,30.19,22.43,14.63,1.4727,gutter
4.54,39.88,30.94,40.8,17.21,1.4736,gutter
6.38,29.51,23.08,23.07,9.88,1.4728,gutter
5.85,32.48,26.39,24.63,15.36,1.4755,gutter
5.46,47.21,29.35,15.4,20.52,1.4724,gutter
5.49,39.8,28.57,23.25,19.99,1.4756,gutter
4.57,44.62,23.92,19.0,19.4,1.4763,gutter
6.41,37.94,27.81,46.96,10.25,1.4724,gutter
5.91,45.45,31.36,43.61,19.43,1.4751,gutter
5.77,47.79,26.92,34.07,16.96,1.4756,gutter
5.15,37.87,28.01,46.34,13.52,1.475,gutter
4.74,45.94,24.88,44.43,21.93,1.4729,gutter
4.86,45.22,21.53,21.05,20.95,1.475,gutter
6.29,33.94,20.33,37.49,12.26,1.4747,gutter
6.56,25.18,20.84,24.62,12.32,1.4748,gutter
4.63,38.1,24.58,37.25,22.11,1.4723,gutter
5.34,31.69,21.66,17.3,12.95,1.474,gutter
5.31,27.54,29.57,35.17,13.63,1.4743,gutter
6.08,43.91,25.28,45.41,12.87,1.4757,gutter
6.23,34.92,26.44,30.24,21.14,1.4758,gutter
5.79,45.03,24.98,15.2,11.15,1.474,gutter
5.23,37.7,27.75,25.14,21.32,1.4761,gutter
5.6,28.87,20.0,13.75,18.49,1.4758,gutter
4.91,47.15,26.22,19.64,16.7,1.4763,gutter
5.55,26.67,30.16,36.95,17.02,1.4729,gutter
5.02,40.07,27.81,47.71,18.35,1.4754,gutter
6.41,39.92,25.27,25.42,21.19,1.4749,gutter
5.73,38.35,25.94,19.51,15.88,1.4749,gutter
5.91,44.17,21.98,22.69,14.15,1.4736,gutter
5.91,35.28,25.7,30.0,14.68,1.4744,gutter
5.69,28.66,24.92,32.01,20.52,1.4739,gutter
4.88,38.77,19.88,21.54,14.68,1.4737,gutter
4.83,44.37,22.78,22.88,11.92,1.476,gutter
4.69,32.1,31.22,27.73,10.48,1.4727,gutter
6.27,47.82,21.36,32.56,13.79,1.4761,gutter
5.35,33.57,29.11,47.42,11.57,1.4766,gutter
4.83,35.52,26.43,34.6,14.09,1.4731,gutter
4.82,46.06,25.6,46.47,20.38,1.4743,gutter
6.17,25.56,26.29,30.17,16.2,1.4763,gutter
5.58,29.64,26.66,29.07,21.38,1.4754,gutter
5.33,29.98,31.84,43.2,21.0,1.4755,gutter
6.51,32.47,20.35,39.81,16.94,1.4723,gutter
5.32,47.51,19.11,31.45,16.9,1.4736,gutter
6.0,47.68,27.64,46.48,14.26,1.4751,gutter
4.76,24.7,28.63,20.41,14.62,1.4723,gutter
4.85,25.27,28.94,22.97,17.11,1.4763,gutter
5.33,35.73,23.52,42.15,11.42,1.4745,gutter
5.84,29.5,32.41,15.6,19.72,1.4747,gutter
5.77,45.47,23.67,37.85,12.92,1.4726,gutter
5.59,28.36,23.03,29.68,12.5,1.4736,gutter
5.14,47.64,26.35,26.99,12.47,1.4758,gutter
5.28,42.48,26.37,16.5,16.12,1.4735,gutter
6.04,30.73,24.57,18.37,12.98,1.476,gutter
4.89,40.16,30.62,29.08,12.68,1.4745,gutter
6.31,27.04,21.71,44.11,16.37,1.4745,gutter
5.42,26.2,27.2,29.06,14.61,1.4753,gutter
4.95,35.64,27.06,40.02,16.22,1.4748,gutter
5.83,24.55,25.01,28.65,20.92,1.4758,gutter
5.32,42.18,19.48,38.16,15.34,1.4746,gutter
5.11,33.03,26.64,19.84,12.71,1.4762,gutter
5.1,32.48,30.01,32.7,19.41,1.4752,gutter
5.43,24.76,32.16,46.61,20.55,1.474,gutter
6.39,28.74,28.06,23.84,20.8,1.4755,gutter
5.37,29.03,27.02,20.1,19.05,1.4748,gutter
6.27,48.06,19.41,26.3,11.84,1.4746,gutter
5.7,33.75,22.43,23.79,12.0,1.4736,gutter
5.37,29.68,28.37,40.26,10.72,1.4747,gutter
5.66,43.47,29.79,27.27,17.22,1.4739,gutter
4.99,32.77,28.78,21.75,13.95,1.4728,gutter
5.81,31.9,29.83,34.4,13.48,1.4742,gutter
4.84,39.82,27.29,37.64,20.05,1.4736,gutter
4.96,27.96,28.39,13.28,18.03,1.4737,gutter
5.98,33.23,19.41,34.83,20.04,1.4724,gutter
5.52,42.4,30.28,13.34,15.22,1.4747,gutter
5.32,31.04,20.6,22.88,17.97,1.4743,gutter
4.49,28.82,29.8,47.05,19.08,1.4729,gutter
5.3,41.8,26.6,30.7,10.74,1.4761,gutter
4.52,30.24,21.24,37.96,12.05,1.476,gutter
6.37,45.91,22.52,37.31,19.19,1.4761,gutter
5.64,29.04,28.92,22.19,12.65,1.4764,gutter
5.36,29.49,28.52,13.21,14.08,1.4742,gutter
5.97,39.75,31.32,26.9,20.47,1.476,gutter
6.29,44.67,28.91,17.94,12.55,1.4734,gutter
5.18,34.33,25.03,41.14,11.69,1.4759,gutter
4.63,34.05,22.19,28.78,16.91,1.476,gutter
4.8,36.15,27.74,33.72,13.6,1.4753,gutter
6.14,28.0,30.89,27.66,12.54,1.4767,gutter
6.16,39.87,21.9,44.23,11.34,1.4742,gutter
5.25,40.85,25.46,23.69,11.28,1.4762,gutter
6.19,45.84,23.0,48.35,11.36,1.4748,gutter
6.12,27.04,29.74,17.5,19.61,1.4741,gutter
5.42,38.48,30.95,16.94,11.1,1.4725,gutter
6.35,32.14,30.7,34.67,17.19,1.4757,gutter
5.46,33.44,18.84,38.22,16.26,1.4753,gutter
6.12,41.67,30.51,41.74,12.79,1.4729,gutter
5.64,44.73,29.42,38.47,11.4,1.4755,gutter
6.32,41.64,31.51,26.69,12.97,1.4724,gutter
5.76,28.95,21.35,36.87,11.47,1.4741,gutter
5.7,27.79,32.18,40.51,18.59,1.4733,gutter
4.99,36.77,19.15,46.52,11.13,1.4723,gutter
5.54,37.78,26.34,20.89,21.43,1.476,gutter
5.15,28.94,28.17,17.35,15.72,1.4748,gutter
4.81,43.23,31.16,36.4,13.31,1.4732,gutter
4.85,47.62,27.35,29.27,11.9,1.4727,gutter
5.14,30.65,22.78,30.9,11.47,1.4739,gutter
6.01,37.31,22.18,34.56,20.89,1.476,gutter
5.68,35.25,25.5,13.67,12.36,1.4759,gutter
6.24,42.59,32.74,27.18,19.0,1.4748,gutter
5.49,26.88,29.79,44.29,21.19,1.4727,gutter
5.17,26.41,23.44,35.46,18.79,1.4738,gutter
6.24,30.42,24.68,21.68,21.68,1.4758,gutter
4.82,37.86,20.37,32.83,11.69,1.4729,gutter
5.57,25.82,24.2,25.5,12.74,1.476,gutter
5.48,29.66,30.42,30.24,17.92,1.4734,gutter
5.41,46.14,19.1,20.59,21.11,1.474,gutter
4.91,32.37,29.11,46.54,12.02,1.4732,gutter
5.59,39.66,25.81,15.02,10.89,1.4757,gutter
6.15,48.06,19.28,27.79,18.99,1.4757,gutter
6.34,26.31,22.28,41.4,12.73,1.4748,gutter
6.55,31.93,29.34,29.76,12.97,1.4751,gutter
5.98,32.04,25.13,40.6,16.67,1.4722,gutter
5.56,42.74,29.49,38.93,21.58,1.4747,gutter
5.84,39.49,27.26,27.17,17.17,1.4745,gutter
4.83,34.93,24.98,40.94,13.82,1.4745,gutter
5.52,43.98,19.58,14.17,13.69,1.4741,gutter
6.12,31.69,24.09,31.09,15.9,1.4764,gutter
4.95,40.18,30.14,18.39,20.03,1.4738,gutter
5.79,34.76,30.28,18.49,13.35,1.4757,gutter
6.38,26.24,25.76,27.81,21.11,1.4743,gutter
5.28,37.58,23.97,29.0,16.58,1.4733,gutter
5.85,47.63,26.15,21.92,11.91,1.4756,gutter
6.65,46.06,20.95,24.67,17.42,1.4727,gutter
4.83,34.99,29.71,36.87,17.38,1.4729,gutter
5.26,33.46,32.07,24.16,19.2,1.4725,gutter
4.87,47.43,28.68,30.33,11.54,1.4757,gutter
6.43,42.57,31.15,29.77,21.61,1.4743,gutter
6.75,40.45,30.54,21.8,20.73,1.4751,gutter
5.76,30.69,30.34,35.48,16.03,1.4755,gutter
4.58,38.72,31.12,49.25,12.37,1.4734,gutter
5.06,33.68,30.67,41.47,17.68,1.476,gutter
5.91,45.62,22.47,39.66,15.83,1.4744,gutter
5.95,44.99,30.18,21.28,19.27,1.474,gutter
4.53,37.76,25.74,26.68,14.79,1.4749,gutter
6.03,43.38,21.87,29.69,15.1,1.4736,gutter
6.14,35.35,20.07,20.52,22.56,1.4733,gutter
5.44,40.18,29.98,17.24,15.28,1.4747,gutter
5.55,33.35,25.35,35.62,17.3,1.4753,gutter
5.95,35.49,32.25,22.2,16.18,1.4736,gutter
4.8,29.48,24.37,44.74,20.58,1.4753,gutter
5.23,31.04,25.18,19.18,10.81,1.4761,gutter
4.61,41.67,28.78,38.16,18.61,1.4728,gutter
5.38,39.37,23.52,24.57,16.26,1.4765,gutter
4.82,34.48,22.39,25.27,10.83,1.4764,gutter
6.09,30.39,24.49,17.25,15.8,1.4734,gutter
4.88,35.04,33.62,42.66,18.84,1.4754,gutter
5.67,46.56,26.64,39.73,12.6,1.4754,gutter
5.67,43.44,23.77,41.1,11.84,1.4742,gutter
5.74,46.69,32.09,24.78,16.29,1.4735,gutter
5.65,45.15,27.25,16.08,19.01,1.473,gutter
6.46,25.09,21.19,45.31,15.23,1.4735,gutter
5.66,40.35,31.21,15.46,13.13,1.4757,gutter
4.65,38.61,19.62,36.0,15.57,1.4732,gutter
5.26,26.06,30.89,31.74,12.33,1.4729,gutter
6.52,33.27,28.18,45.7,20.25,1.4732,gutter
5.46,37.88,27.05,41.96,14.19,1.4729,gutter
5.55,47.52,31.22,37.04,12.05,1.4766,gutter
5.45,27.01,20.59,44.42,12.21,1.4767,gutter
6.3,32.96,30.5,38.01,18.97,1.4744,gutter
4.85,32.42,30.89,42.61,19.82,1.4723,gutter
5.77,44.47,26.7,31.44,13.73,1.4756,gutter
6.34,41.1,32.5,42.43,13.21,1.4742,gutter
5.5,37.12,24.51,35.97,10.77,1.4749,gutter
5.43,43.34,21.61,14.34,17.34,1.4742,gutter
5.92,40.61,24.0,34.91,15.72,1.4749,gutter
6.11,46.9,21.54,12.94,10.11,1.4742,gutter
5.67,36.35,31.02,38.1,10.9,1.4726,gutter
6.76,38.95,23.76,26.62,25.44,1.4725,capsicol
6.31,39.47,22.05,20.13,26.57,1.4721,capsicol
6.64,35.55,23.11,21.03,30.0,1.4749,capsicol
6.45,37.6,22.28,23.91,25.28,1.4774,capsicol
6.61,39.82,27.39,21.08,27.65,1.4712,capsicol
6.12,37.41,26.39,27.93,24.74,1.4709,capsicol
6.58,38.69,22.65,28.41,28.38,1.4753,capsicol
6.4,36.08,22.67,21.19,27.86,1.4741,capsicol
6.39,35.72,23.13,28.95,27.59,1.4769999999999999,capsicol
6.2,38.78,18.35,24.3,27.3,1.4742,capsicol
6.23,36.04,21.61,29.5,26.92,1.4729,capsicol
6.3,41.39,20.9,28.33,27.53,1.4732,capsicol
6.2,39.62,22.62,28.21,27.02,1.4711,capsicol
6.57,43.14,22.49,26.17,24.69,1.4741,capsicol
6.28,42.09,25.97,25.54,27.47,1.4761,capsicol
6.21,36.54,25.85,18.62,24.5,1.4727,capsicol
6.71,37.74,24.28,19.71,27.29,1.4762,capsicol
6.56,31.51,23.96,20.57,26.93,1.4733,capsicol
6.07,40.29,21.11,22.65,24.74,1.4751,capsicol
6.36,40.53,20.27,18.1,25.76,1.4765,capsicol
6.3,37.41,27.14,20.14,26.65,1.4767,capsicol
6.26,37.59,24.35,29.59,25.73,1.4768,capsicol
6.65,41.06,22.36,30.29,26.54,1.4735,capsicol
6.39,37.14,24.83,19.46,29.56,1.4749,capsicol
6.31,39.94,23.26,23.11,25.43,1.4743,capsicol
6.04,42.28,20.19,23.99,27.92,1.4737,capsicol
6.47,40.79,24.73,25.97,29.18,1.4768,capsicol
6.39,43.05,26.03,27.38,23.41,1.4771,capsicol
6.24,39.44,22.32,19.38,27.18,1.4768,capsicol
6.58,38.34,18.67,27.3,25.09,1.4721,capsicol
6.56,43.22,20.69,24.16,25.23,1.4741,capsicol
6.28,43.16,27.04,27.77,25.66,1.4714,capsicol
6.4,33.53,20.46,17.82,27.95,1.4712,capsicol
6.64,40.36,23.44,21.81,27.23,1.4747,capsicol
6.49,34.0,23.28,26.16,27.22,1.4767,capsicol
6.64,42.54,20.26,21.38,24.65,1.4768,capsicol
6.25,42.74,22.6,24.95,25.36,1.4745,capsicol
6.43,44.11,22.12,18.54,23.55,1.4724,capsicol
6.06,38.97,24.39,19.44,23.8,1.4727,capsicol
6.35,42.01,27.3,29.17,25.71,1.474,capsicol
6.48,42.13,19.86,26.75,24.07,1.4721,capsicol
6.25,43.89,24.53,25.13,26.9,1.4763,capsicol
6.3,44.21,20.34,26.18,26.77,1.474,capsicol
6.79,39.9,17.84,27.43,24.96,1.4758,capsicol
6.46,39.07,18.15,20.2,28.84,1.4734,capsicol
6.75,34.55,23.16,28.12,29.65,1.4718,capsicol
6.26,37.19,22.1,24.51,25.13,1.4744,capsicol
6.54,44.73,21.9,25.95,23.56,1.4745,capsicol
6.34,38.0,17.21,26.54,26.12,1.4741,capsicol
6.61,41.4,18.72,25.35,25.8,1.4723,capsicol
6.51,44.38,22.14,28.9,28.67,1.4727,capsicol
6.51,40.73,18.77,22.59,25.61,1.4765,capsicol
6.46,43.05,26.07,27.13,28.33,1.4722,capsicol
6.49,43.53,20.58,20.7,26.46,1.4775,capsicol
6.31,34.11,25.59,19.03,23.85,1.4771,capsicol
6.37,40.31,22.32,24.5,27.84,1.4739,capsicol
6.39,37.59,24.99,24.39,29.08,1.4775,capsicol
6.36,33.76,21.16,23.36,28.2,1.4771,capsicol
6.12,42.15,23.3,25.17,24.97,1.4774,capsicol
6.19,39.91,25.2,26.6,28.34,1.4734,capsicol
6.52,37.35,27.46,22.54,25.78,1.4747,capsicol
6.66,34.39,20.17,28.91,27.7,1.4734,capsicol
6.29,44.82,20.45,21.1,28.67,1.4759,capsicol
6.18,36.84,21.47,22.16,26.57,1.4732,capsicol
6.34,38.48,18.67,21.04,25.48,1.4769,capsicol
6.4,38.25,23.86,26.38,27.31,1.4731,capsicol
6.63,40.48,23.81,27.47,26.7,1.4775,capsicol
6.19,39.85,27.14,24.86,27.94,1.4726,capsicol
6.41,39.39,24.13,22.89,25.45,1.4718,capsicol
6.54,38.87,19.71,25.57,27.92,1.4707,capsicol
6.25,33.94,26.25,21.32,26.88,1.4722,capsicol
6.74,40.2,26.7,19.54,27.88,1.4709999999999999,capsicol
6.06,32.47,23.58,29.85,25.63,1.4713,capsicol
6.43,43.06,19.49,29.56,25.89,1.4711,capsicol
6.48,33.59,22.33,26.91,27.45,1.4734,capsicol
6.22,32.99,24.46,26.34,28.88,1.4774,capsicol
6.21,42.89,19.5,23.2,28.46,1.4748,capsicol
6.29,43.91,19.41,21.5,29.05,1.4712,capsicol
6.31,39.6,24.5,21.78,29.54,1.4775,capsicol
6.44,38.07,18.55,24.69,23.92,1.4743,capsicol
6.35,43.74,20.41,20.26,24.21,1.4744,capsicol
6.05,35.71,18.48,19.52,24.99,1.4751,capsicol
6.19,36.08,25.65,23.68,25.93,1.4756,capsicol
6.62,39.37,19.27,25.35,30.2,1.4769999999999999,capsicol
6.25,40.23,23.77,26.05,26.28,1.4741,capsicol
6.06,41.62,19.56,25.65,28.33,1.4724,capsicol
6.51,36.39,24.59,17.98,29.53,1.4768,capsicol
6.6,35.65,18.8,27.09,24.74,1.4739,capsicol
6.44,33.66,20.35,19.51,29.95,1.4707,capsicol
6.43,38.28,20.3,18.95,28.79,1.4737,capsicol
6.29,31.41,19.54,20.64,25.68,1.4747,capsicol
6.38,38.26,21.16,24.67,26.37,1.4751,capsicol
6.44,36.19,26.31,26.98,29.06,1.4708,capsicol
6.32,44.7,23.38,27.82,29.79,1.4731,capsicol
6.49,35.65,23.76,27.17,23.65,1.4768,capsicol
6.29,35.76,18.96,30.73,29.12,1.4721,capsicol
6.07,39.36,22.44,18.57,25.63,1.4738,capsicol
6.25,43.88,22.44,26.86,24.79,1.4769999999999999,capsicol
6.47,44.01,21.79,18.34,29.14,1.4772,capsicol
6.67,40.02,20.24,26.73,25.38,1.4734,capsicol
6.66,31.57,23.12,19.42,23.88,1.4752,capsicol
6.48,38.81,18.24,26.21,24.84,1.4718,capsicol
6.19,34.92,18.78,19.07,26.88,1.4716,capsicol
6.33,39.35,22.51,26.0,25.18,1.4723,capsicol
6.49,42.73,22.0,28.49,28.52,1.4753,capsicol
6.44,40.11,22.72,26.18,28.85,1.4767,capsicol
6.19,42.51,26.09,27.78,25.3,1.4738,capsicol
6.13,41.39,24.22,25.33,24.35,1.4767,capsicol
6.24,41.42,25.04,23.4,28.46,1.4715,capsicol
6.18,41.45,19.24,21.41,24.76,1.4749,capsicol
6.08,42.75,20.5,22.5,26.93,1.4719,capsicol
6.4,41.26,24.54,23.68,24.12,1.4766,capsicol
6.35,41.48,19.72,25.73,23.03,1.4744,capsicol
6.18,37.15,21.5,18.27,26.12,1.4758,capsicol
6.37,33.91,21.1,18.49,30.4,1.4716,capsicol
6.18,37.26,18.22,24.43,28.49,1.4722,capsicol
6.21,39.07,18.15,21.18,27.49,1.4769,capsicol
6.73,33.45,27.37,20.41,23.47,1.4775,capsicol
6.19,40.58,26.25,20.05,29.17,1.4714,capsicol
6.4,38.36,21.21,25.62,24.98,1.475,capsicol
6.31,35.03,25.11,18.44,29.06,1.4735,capsicol
6.77,40.2,27.09,17.78,24.77,1.4765,capsicol
6.53,33.42,18.0,21.8,24.98,1.4724,capsicol
6.22,34.28,24.35,18.28,24.75,1.4709999999999999,capsicol
6.24,33.93,19.98,22.6,25.14,1.4737,capsicol
6.3,38.32,18.99,29.15,29.44,1.4718,capsicol
6.17,42.85,22.15,24.73,27.28,1.4715,capsicol
6.4,40.77,18.49,29.27,29.02,1.4735,capsicol
6.19,39.0,24.52,20.14,26.14,1.4765,capsicol
6.35,39.67,24.39,20.94,26.45,1.4724,capsicol
6.64,43.66,19.65,24.12,23.7,1.4742,capsicol
6.07,36.43,19.44,26.64,25.68,1.4725,capsicol
6.24,42.89,22.85,18.93,23.42,1.4729,capsicol
6.43,37.04,19.36,18.46,28.13,1.4722,capsicol
6.34,37.91,24.8,19.54,24.79,1.4759,capsicol
6.18,33.8,24.61,22.65,28.19,1.4744,capsicol
6.19,43.05,20.1,26.11,27.94,1.4718,capsicol
6.61,37.64,23.32,22.0,26.9,1.473,capsicol
6.25,34.3,22.39,23.61,28.68,1.4773,capsicol
6.46,35.27,23.97,20.57,26.16,1.4729,capsicol
6.44,39.07,19.6,27.69,28.98,1.4756,capsicol
6.34,38.6,26.03,28.49,26.32,1.4752,capsicol
6.41,36.12,26.26,29.73,29.52,1.4769999999999999,capsicol
6.63,33.76,25.66,18.69,26.88,1.4725,capsicol
6.7,33.81,18.62,29.14,25.76,1.4768,capsicol
6.21,41.44,25.34,28.43,24.56,1.4714,capsicol
6.52,33.8,25.19,22.43,24.94,1.476,capsicol
6.5,37.81,22.2,20.59,26.42,1.4738,capsicol
6.77,44.48,20.75,26.5,26.27,1.4745,capsicol
